pair_id,sample_weight,agreement_count,pred_vote
1000748#95788693,1.0,3,0
924199#47177790,1.0,3,1
50999488#39094258,1.0,3,0
35823397#18640012,1.0,3,1
36985187#83562709,1.0,3,0
25757705#88414713,1.0,3,0
17216616#81254738,1.0,3,0
26995615#44098995,1.0,3,0
88025577#76535406,1.0,3,0
17174163#18750700,1.0,3,0
19338654#86890239,1.0,3,0
66789257#320211,1.0,3,0
9187011#93799137,1.0,3,0
50100211#50179606,1.0,3,0
54728016#72226957,1.0,3,0
32021675#96524902,1.0,3,0
39944551#4646691,1.0,3,0
35317298#90516613,1.0,3,0
26820221#39761380,1.0,3,0
12409643#13704452,1.0,3,0
28502826#61891338,1.0,3,0
88760576#75102581,1.0,3,0
82209636#66630102,1.0,3,0
81004909#8145012,1.0,3,0
76343774#4895903,1.0,3,1
13389192#68747557,1.0,3,1
14276753#75380050,1.0,3,0
52462122#56493397,1.0,3,0
74618840#43886265,1.0,3,0
23165688#37762589,1.0,3,1
82274481#79265216,1.0,3,0
24721936#92702787,1.0,3,0
18218196#89764257,1.0,3,0
77488882#29988045,1.0,3,0
34088263#24055903,1.0,3,0
395201#12285597,1.0,3,0
48449418#31928950,1.0,3,0
54788213#92348266,1.0,3,0
56809562#19085838,1.0,3,0
85641193#63926920,1.0,3,0
46900357#81296852,1.0,3,0
86011983#24163225,1.0,3,0
35031528#12409643,1.0,3,0
49146483#16874921,1.0,3,0
7861704#68689905,1.0,3,0
84081996#31587846,1.0,3,0
87168706#74898883,1.0,3,0
88674931#6969637,1.0,3,0
1000748#93754453,1.0,3,0
66097781#54519492,1.0,3,0
37728852#87636344,1.0,3,0
41763354#38669053,1.0,3,0
18640012#66552236,1.0,3,0
12832490#48457802,1.0,3,1
49991167#22110995,1.0,3,0
79368706#79860176,1.0,3,0
13704452#85012455,1.0,3,0
7138298#70600296,1.0,3,0
36195674#19820120,1.0,3,1
37728852#88171897,1.0,3,1
22178282#59825579,1.0,3,0
97008126#11344076,1.0,3,0
31981847#31572294,1.0,3,0
96835518#27491747,1.0,3,0
24072080#96601666,1.0,3,0
32746933#88797158,1.0,3,0
36342541#55641907,1.0,3,0
64791875#18750700,1.0,3,0
48153881#55899186,1.0,3,0
54109462#6601115,1.0,3,1
51933885#35653799,1.0,3,1
16909124#73060691,1.0,3,0
25024300#92612895,1.0,3,0
16938908#31420716,1.0,3,0
36927878#175833,1.0,3,1
12958636#35750776,1.0,3,0
66481726#45858702,1.0,3,0
49146483#8130501,1.0,3,0
14276753#8130501,1.0,3,0
35493301#7862454,1.0,3,0
77554678#66789257,1.0,3,1
10009728#37762589,1.0,3,0
59887473#7004489,1.0,3,0
52787773#20457621,1.0,3,0
97485069#4308600,1.0,3,0
26109768#16458906,1.0,3,0
69811580#18968441,1.0,3,0
20448379#75059939,1.0,3,0
83586196#74315994,1.0,3,0
75400332#87327065,1.0,3,1
42080094#46709252,1.0,3,0
42782136#63688174,1.0,3,1
93393039#81254738,1.0,3,0
5662042#73060691,1.0,3,0
40624769#67818648,1.0,3,0
48153881#88073129,1.0,3,0
61917173#50973979,1.0,3,0
89189013#16176339,1.0,3,0
70998961#46709252,1.0,3,0
68023169#86597447,1.0,3,0
86890239#12338419,1.0,3,0
64112412#7039861,1.0,3,1
93035933#70726318,1.0,3,0
80185739#4150044,1.0,3,1
10917978#82274481,1.0,3,0
5836988#82666001,1.0,3,1
55596658#25749336,1.0,3,0
28797890#20008769,1.0,3,0
5651476#19506949,1.0,3,0
74612575#67388462,1.0,3,0
63008653#34959942,1.0,3,0
25083386#32792490,1.0,3,0
88944870#85074682,1.0,3,0
37671415#9065596,1.0,3,0
84940611#48808155,1.0,3,0
17713434#48449418,1.0,3,0
24488733#7586139,1.0,3,0
6220318#2174287,1.0,3,0
98861629#88770421,1.0,3,0
84036223#50044587,1.0,3,0
94929528#89764257,1.0,3,0
30467874#91607349,1.0,3,0
52074266#92050862,1.0,3,0
55124457#924199,1.0,3,0
9531648#22206925,1.0,3,1
67240137#95577039,1.0,3,0
43644395#69499657,1.0,3,1
19210924#80085603,1.0,3,0
5662042#48925354,1.0,3,0
67991855#12958636,1.0,3,0
57729543#88414713,1.0,3,0
76275317#55705301,1.0,3,0
55607411#2237025,1.0,3,0
48153881#57316524,1.0,3,0
7650784#72226957,1.0,3,1
56744482#7016292,1.0,3,1
1705445#88602235,1.0,3,0
63688174#22001291,1.0,3,0
90516613#21436544,1.0,3,0
864070#62254612,1.0,3,0
20550546#57107958,1.0,3,0
57316524#48449418,1.0,3,0
66001502#2163360,1.0,3,0
18750700#98314225,1.0,3,0
35572402#92702787,1.0,3,0
61938323#11413382,1.0,3,0
61901186#3038793,1.0,3,1
94351044#34487169,1.0,3,0
57869707#44145250,1.0,3,0
71834414#39544839,1.0,3,0
94351044#56774153,1.0,3,0
9765844#76999933,1.0,3,0
14276753#69903032,1.0,3,0
76164350#13514352,1.0,3,1
44669031#57574501,1.0,3,0
73197482#905514,1.0,3,0
93393039#10723708,1.0,3,0
25427610#35109084,1.0,3,0
69811580#25767244,1.0,3,0
40470567#43618988,1.0,3,0
64252616#57574501,1.0,3,0
70998961#49285911,1.0,3,0
426230#40659886,1.0,3,0
11344076#92054456,1.0,3,0
35076842#62009379,1.0,3,0
18510686#47032850,1.0,3,1
67388462#40170577,1.0,3,0
15279595#57316524,1.0,3,0
35417651#36195674,1.0,3,0
93393039#88596856,1.0,3,0
94596740#84250472,1.0,3,0
56774153#60071236,1.0,3,0
85012455#35076842,1.0,3,0
57106905#48675264,1.0,3,0
85065034#76478929,1.0,3,0
50968746#88446522,1.0,3,0
66441075#62846191,1.0,3,0
66914777#66481726,1.0,3,0
31493300#74683197,1.0,3,0
13613251#41270447,1.0,3,0
10501202#96835518,1.0,3,1
48310053#76350435,1.0,3,0
2107813#12263071,1.0,3,0
172054#13613251,1.0,3,0
18640012#31061866,1.0,3,0
41716837#395201,1.0,3,0
50118951#97360314,1.0,3,0
54285160#51924648,1.0,3,0
78329795#11874069,1.0,3,1
60029334#77343216,1.0,3,0
66218491#24721936,1.0,3,0
19506949#95552183,1.0,3,1
34642657#20547394,1.0,3,0
88073129#7039861,1.0,3,0
757201#76797257,1.0,3,0
92349357#57698050,1.0,3,0
13613251#8374819,1.0,3,0
89098364#75102581,1.0,3,0
14576013#79368706,1.0,3,1
53447026#65991083,1.0,3,1
17216616#14576013,1.0,3,0
79139250#17738556,1.0,3,0
33541592#1367801,1.0,3,0
22110995#56493397,1.0,3,0
95170662#92050862,1.0,3,1
16566641#89113825,1.0,3,0
16874921#33541592,1.0,3,0
60257213#33541592,1.0,3,0
47240346#96601666,1.0,3,0
70600261#51901808,1.0,3,0
7987227#20547394,1.0,3,0
81738033#9531648,1.0,3,0
10330385#10132766,1.0,3,0
53579521#67959173,1.0,3,0
10816#71191165,1.0,3,0
81011691#35493301,1.0,3,0
93222484#25895411,1.0,3,0
37466646#17713434,1.0,3,0
51710206#92598888,1.0,3,0
28635594#26995615,1.0,3,0
51109166#54285160,1.0,3,0
27915727#60380041,1.0,3,0
19140046#49285911,1.0,3,1
66390507#864070,1.0,3,0
51664958#13084603,1.0,3,0
18218196#77343216,1.0,3,0
47240346#76275317,1.0,3,0
91438386#44669031,1.0,3,0
53799536#13951675,1.0,3,0
85675854#16938908,1.0,3,0
51924648#84036223,1.0,3,0
98129540#67240137,1.0,3,0
31420716#73197482,1.0,3,0
54499706#75059939,1.0,3,0
98314225#69062083,1.0,3,0
11297103#757201,1.0,3,0
62305995#10009728,1.0,3,0
87136825#395201,1.0,3,0
18510686#61917173,1.0,3,0
37788391#62009379,1.0,3,0
88602235#40771441,1.0,3,0
34146043#68675078,1.0,3,0
94813013#13514352,1.0,3,0
23792229#1367801,1.0,3,0
81138609#94373108,1.0,3,0
757201#67340922,1.0,3,1
97485069#87240955,1.0,3,0
80363785#84686125,1.0,3,0
7138298#29177746,1.0,3,0
87636344#34174042,1.0,3,0
94945290#24925549,1.0,3,0
87645646#78926104,1.0,3,0
36514214#98773883,1.0,3,0
4150044#95552183,1.0,3,0
94813013#23923095,1.0,3,0
15290237#66204747,1.0,3,0
65411927#18556332,1.0,3,0
48647262#47054569,1.0,3,0
81004909#56809562,1.0,3,0
95160580#21236035,1.0,3,0
15290237#66001502,1.0,3,0
82049746#68021989,1.0,3,0
19411771#81558327,1.0,3,0
777189#89113825,1.0,3,0
38774023#60257213,1.0,3,0
24066040#89764257,1.0,3,0
24504646#62254612,1.0,3,0
40624769#395201,1.0,3,0
71834414#19085838,1.0,3,0
92598888#69062083,1.0,3,0
73018266#14625144,1.0,3,0
64304057#74172078,1.0,3,1
20668617#47662466,1.0,3,0
6873873#55596658,1.0,3,0
7138298#77488882,1.0,3,0
28316497#44098995,1.0,3,1
93617759#64889535,1.0,3,1
9494941#56744482,1.0,3,0
2926780#24488733,1.0,3,0
31928950#14133475,1.0,3,0
70600261#84081996,1.0,3,0
71884441#90886706,1.0,3,0
2276717#66481726,1.0,3,0
26714094#68490111,1.0,3,0
95938196#14133475,1.0,3,0
84783221#42076543,1.0,3,0
40170577#11754903,1.0,3,0
22122748#67959173,1.0,3,0
31981847#9765844,1.0,3,0
9765844#10373021,1.0,3,0
66481726#97473761,1.0,3,0
63436905#25096603,1.0,3,0
94697384#43644395,1.0,3,0
57106905#94609381,1.0,3,0
21436544#66390507,1.0,3,1
76645893#2237025,1.0,3,0
39448463#69249199,1.0,3,0
757201#2107813,1.0,3,1
67818648#96715844,1.0,3,1
36319925#60280975,1.0,3,1
59622337#75588119,1.0,3,0
51581207#54656829,1.0,3,1
15290237#17618186,1.0,3,0
61938323#97360314,1.0,3,0
97390436#32252152,1.0,3,0
71068694#95241878,1.0,3,0
26820221#80747993,1.0,3,0
46900357#864070,1.0,3,0
90516613#69411201,1.0,3,0
86890239#88674931,1.0,3,0
12424092#57882906,1.0,3,0
20457621#56774153,1.0,3,0
75901191#17131328,1.0,3,0
84486206#2191215,1.0,3,0
193593#57869707,1.0,3,0
69499657#35439433,1.0,3,0
320211#44579234,1.0,3,1
35489837#81486182,1.0,3,0
6976859#75102581,1.0,3,0
48153881#11874069,1.0,3,0
42626545#36116228,1.0,3,0
17756835#44145250,1.0,3,0
34522740#70600274,1.0,3,0
95938196#18140756,1.0,3,0
21214984#19610472,1.0,3,0
10723708#10997532,1.0,3,0
1907#96705065,1.0,3,1
55596658#6220318,1.0,3,0
80185739#98258448,1.0,3,0
17713434#51109166,1.0,3,0
3342135#16628120,1.0,3,0
23165688#22626368,1.0,3,0
28958152#55284959,1.0,3,0
37531391#48050949,1.0,3,0
28502826#172054,1.0,3,0
87765870#29965958,1.0,3,0
777189#74225977,1.0,3,1
49891889#80747993,1.0,3,0
23345904#6817074,1.0,3,0
70726318#60380041,1.0,3,0
55406516#57729543,1.0,3,0
72226957#67991855,1.0,3,0
25083386#79295,1.0,3,0
64284720#67880656,1.0,3,0
54519492#17131328,1.0,3,0
87562159#98314225,1.0,3,0
85663923#77906357,1.0,3,0
259815#79528937,1.0,3,0
34075163#7096661,1.0,3,0
95111575#16768503,1.0,3,0
26217615#21688304,1.0,3,0
71458103#36319925,1.0,3,0
96667020#69811580,1.0,3,0
24721936#63117104,1.0,3,0
27145682#45065236,1.0,3,1
42621634#19669552,1.0,3,0
60380041#63008653,1.0,3,0
29386919#60595831,1.0,3,0
74172078#66481726,1.0,3,0
81486182#6315279,1.0,3,0
14918547#6220318,1.0,3,1
42999877#31928950,1.0,3,0
44145250#16909124,1.0,3,0
39761380#6217373,1.0,3,0
42582657#23947190,1.0,3,0
75134238#35807638,1.0,3,0
20206361#35750776,1.0,3,1
74172078#77906357,1.0,3,0
49146483#77964245,1.0,3,0
33296026#2254995,1.0,3,0
10373021#28316497,1.0,3,0
71190761#51914482,1.0,3,0
5651476#59983424,1.0,3,0
87955598#92356380,1.0,3,0
69811580#24607772,1.0,3,0
12204925#9026518,1.0,3,0
38058369#65411927,1.0,3,1
76164350#12391221,1.0,3,0
71906516#81865746,1.0,3,0
1574817#8023909,1.0,3,0
17216616#18929113,1.0,3,0
72086860#17216616,1.0,3,0
78273504#95577039,1.0,3,0
51933885#22550534,1.0,3,0
77271618#10009728,1.0,3,1
96381958#7096661,1.0,3,0
75588119#39376372,1.0,3,0
48314206#78926104,1.0,3,0
64252616#20668617,1.0,3,1
47177790#13640797,1.0,3,0
18218196#93222484,1.0,3,0
59622337#51215765,1.0,3,0
16768503#39877160,1.0,3,0
175833#82274481,1.0,3,0
48675264#71834414,1.0,3,0
49891889#13877575,1.0,3,1
49913360#54109462,1.0,3,0
5107817#68747557,1.0,3,0
9494941#395201,1.0,3,0
25573269#36195674,1.0,3,0
4734872#2357764,1.0,3,0
50403133#77343216,1.0,3,0
51710206#19820120,1.0,3,0
67945340#76275317,1.0,3,1
63800622#79265216,1.0,3,0
26217615#90516613,1.0,3,1
59825579#88073129,1.0,3,0
66914777#29226990,1.0,3,0
4150044#31303951,1.0,3,0
37788391#36116228,1.0,3,0
41119591#18218196,1.0,3,0
42582657#88160368,1.0,3,0
53579521#97008126,1.0,3,0
64304057#93035933,1.0,3,0
55641907#96524902,1.0,3,0
18344350#76045300,1.0,3,1
71514451#7862454,1.0,3,0
39437318#93750350,1.0,3,0
32021675#24936536,1.0,3,0
37466646#32663296,1.0,3,0
98235372#79097615,1.0,3,0
52787773#97485069,1.0,3,1
42550257#36649389,1.0,3,0
67945340#80362350,1.0,3,0
6217373#73060691,1.0,3,1
96715844#23345904,1.0,3,0
41270447#66914777,1.0,3,0
7472344#88602235,1.0,3,0
55427773#19585056,1.0,3,0
51914482#59289884,1.0,3,0
6628173#96482852,1.0,3,0
6976859#90931340,1.0,3,0
97281594#79528937,1.0,3,0
2724789#74622289,1.0,3,0
94929528#37531391,1.0,3,0
64535407#30137322,1.0,3,0
62151951#17037701,1.0,3,0
6817074#13084603,1.0,3,0
1705445#34487169,1.0,3,0
57297547#85065034,1.0,3,0
75317094#20550546,1.0,3,0
5197574#69281402,1.0,3,1
86510416#60029334,1.0,3,1
50973979#10171935,1.0,3,0
42076543#5563597,1.0,3,0
54397772#34090287,1.0,3,0
6969637#96667020,1.0,3,0
17174163#4395083,1.0,3,1
75908352#8865735,1.0,3,0
5107817#89189013,1.0,3,0
9882201#77488882,1.0,3,0
35149551#65193938,1.0,3,0
35076842#82274481,1.0,3,0
20547394#25767244,1.0,3,1
35109084#6444657,1.0,3,0
2357764#5039915,1.0,3,0
11681031#63688174,1.0,3,0
35109084#65411927,1.0,3,0
93405719#61891338,1.0,3,0
98035591#54499706,1.0,3,1
75698787#26714094,1.0,3,0
9026518#96595462,1.0,3,0
6086571#5197574,1.0,3,0
20665199#92349357,1.0,3,0
98321879#32663296,1.0,3,0
85454976#51318537,1.0,3,0
5057882#59217936,1.0,3,0
4895903#48449418,1.0,3,1
17037701#57106905,1.0,3,0
69540904#57869707,1.0,3,0
72226957#55596658,1.0,3,0
21520858#75784220,1.0,3,1
18510686#66914777,1.0,3,0
64791875#74618840,1.0,3,0
8865735#48050949,1.0,3,0
59874069#56774153,1.0,3,1
40659886#55164507,1.0,3,0
84008510#66390507,1.0,3,0
36985187#69249199,1.0,3,0
42582657#26820221,1.0,3,0
71906516#82666001,1.0,3,0
88763472#48327523,1.0,3,0
25427610#18640012,1.0,3,0
95428009#12558301,1.0,3,0
35109084#75317094,1.0,3,0
22206925#88797158,1.0,3,0
93750350#69062083,1.0,3,1
31420716#93405719,1.0,3,1
35823397#67031613,1.0,3,0
17092441#34090287,1.0,3,0
69524744#86597447,1.0,3,0
66441075#67340922,1.0,3,0
21688304#85065034,1.0,3,0
37652517#12391221,1.0,3,0
22122748#44669031,1.0,3,1
32792490#79295,1.0,3,0
38669053#24700471,1.0,3,1
24055903#57574501,1.0,3,0
51901808#6997147,1.0,3,0
172054#97390436,1.0,3,0
2237025#66481726,1.0,3,0
95017941#80693528,1.0,3,0
13205686#84008510,1.0,3,0
40470567#3129229,1.0,3,0
16176339#75784220,1.0,3,0
45858702#38374739,1.0,3,0
4150044#87168706,1.0,3,0
71068694#12673715,1.0,3,0
68023169#46709252,1.0,3,0
95595870#89714881,1.0,3,1
35633356#39877160,1.0,3,0
16174398#17116847,1.0,3,0
69811580#81738033,1.0,3,0
41763354#69062083,1.0,3,0
59874069#81752586,1.0,3,0
27145682#49982462,1.0,3,1
41314656#94373108,1.0,3,0
75698787#40555870,1.0,3,1
30137322#83244081,1.0,3,0
79139250#43644395,1.0,3,0
87371358#13198672,1.0,3,0
22178282#35109084,1.0,3,0
37373317#9932421,1.0,3,0
81752586#42999877,1.0,3,0
54397772#48798939,1.0,3,0
34146043#87636344,1.0,3,0
51109166#36004979,1.0,3,0
13205686#31303951,1.0,3,0
97281594#12673715,1.0,3,0
5108829#51664958,1.0,3,0
57574501#34088263,1.0,3,0
96601666#92702787,1.0,3,0
29177746#31420716,1.0,3,0
61891338#67240137,1.0,3,0
75380050#75908352,1.0,3,0
444965#76535406,1.0,3,0
18688923#8810340,1.0,3,0
24607772#88770421,1.0,3,0
17521071#36305406,1.0,3,0
64696513#14443054,1.0,3,0
48457802#85074682,1.0,3,0
83562709#54285160,1.0,3,0
6997147#20448379,1.0,3,0
36319925#64112411,1.0,3,0
93617759#2174287,1.0,3,0
2174287#2276717,1.0,3,0
32021675#47008330,1.0,3,0
28502826#13198672,1.0,3,0
7016292#1875778,1.0,3,0
32746933#88602235,1.0,3,0
56500373#17618186,1.0,3,0
9765844#77641222,1.0,3,0
83562709#50044587,1.0,3,1
24307555#3980193,1.0,3,0
64696513#28316497,1.0,3,0
23889723#2174287,1.0,3,0
64252616#81752586,1.0,3,0
13084603#5108829,1.0,3,0
97281594#93035933,1.0,3,0
41314656#34088263,1.0,3,0
23947190#98773883,1.0,3,0
57882906#83244081,1.0,3,1
69540904#69411201,1.0,3,0
7096661#47154861,1.0,3,0
76045300#16628120,1.0,3,0
57106905#71906516,1.0,3,1
86011983#56774153,1.0,3,0
70600296#83244081,1.0,3,1
24700471#17837225,1.0,3,0
70509448#2107813,1.0,3,0
11651896#98861629,1.0,3,0
44669031#53563141,1.0,3,0
22122748#98321879,1.0,3,0
70352977#40063734,1.0,3,0
68819356#93222484,1.0,3,0
75294597#16874921,1.0,3,0
50044587#94576846,1.0,3,0
74225977#10501202,1.0,3,0
20448379#60743541,1.0,3,0
52646581#17756835,1.0,3,0
83586196#72086860,1.0,3,0
44302898#86597447,1.0,3,0
67240137#60545708,1.0,3,0
55596658#84940611,1.0,3,0
39944551#93035933,1.0,3,0
60029334#9329468,1.0,3,0
13084603#67240137,1.0,3,0
74898883#653566,1.0,3,0
1705445#7472344,1.0,3,0
60743541#13205686,1.0,3,1
46998470#10762448,1.0,3,0
74930475#49913360,1.0,3,0
98321879#65411927,1.0,3,0
66609070#6444657,1.0,3,0
55899186#17738556,1.0,3,1
69411201#46900357,1.0,3,0
32252152#7096661,1.0,3,0
77641222#51215765,1.0,3,0
50044587#85012455,1.0,3,0
24925549#71384622,1.0,3,0
49285911#41505583,1.0,3,0
1907#82324884,1.0,3,0
77271618#63800622,1.0,3,0
39094258#37931146,1.0,3,0
36514214#29226990,1.0,3,0
1748964#64607330,1.0,3,0
1907#17145434,1.0,3,0
64112411#29851431,1.0,3,0
31149883#26820221,1.0,3,0
69249199#68747557,1.0,3,0
12204925#50118951,1.0,3,0
31587846#40007298,1.0,3,0
17738556#9065596,1.0,3,0
55284959#76164350,1.0,3,0
18218196#68819356,1.0,3,0
71906516#86136546,1.0,3,0
74932360#15196749,1.0,3,0
54397772#94578304,1.0,3,0
51215765#905514,1.0,3,0
76645893#18510686,1.0,3,0
70726318#95170662,1.0,3,1
19012125#76350435,1.0,3,0
35076842#37788391,1.0,3,0
26650551#67991855,1.0,3,1
21688304#888946,1.0,3,1
53563141#89189013,1.0,3,1
87765870#49913360,1.0,3,0
12958636#193593,1.0,3,0
1448629#95160580,1.0,3,0
5662042#98235372,1.0,3,0
458256#66292005,1.0,3,0
57882906#49891889,1.0,3,1
9187011#27147725,1.0,3,0
7650784#53447026,1.0,3,0
77678186#12409643,1.0,3,0
47032850#15311130,1.0,3,0
37531391#38058369,1.0,3,0
35493301#66481726,1.0,3,1
85903724#87219862,1.0,3,1
87219862#93405719,1.0,3,0
37728852#72086860,1.0,3,0
92349357#95595870,1.0,3,0
88944870#18639975,1.0,3,0
78926104#40086606,1.0,3,1
94791347#24931990,1.0,3,1
12958636#16566641,1.0,3,0
71191165#14443054,1.0,3,0
96705065#87481548,1.0,3,0
7004489#92050862,1.0,3,0
28316497#94578304,1.0,3,0
15073430#19140046,1.0,3,0
23276091#22550534,1.0,3,1
25083386#69811580,1.0,3,0
70600274#57882906,1.0,3,1
92798993#12424092,1.0,3,0
52126910#16566641,1.0,3,1
35983151#84008510,1.0,3,0
87576249#95577039,1.0,3,0
98861629#17326659,1.0,3,0
19506949#30137322,1.0,3,0
47337045#66097781,1.0,3,0
12958636#61257806,1.0,3,1
60743541#19506949,1.0,3,0
79528937#89098364,1.0,3,0
65411927#75317094,1.0,3,0
40470567#88596856,1.0,3,0
17145434#72237540,1.0,3,0
27491747#14443054,1.0,3,0
288189#38374739,1.0,3,0
97008126#6220318,1.0,3,0
426230#62254612,1.0,3,0
70352977#63117104,1.0,3,0
87576249#19320609,1.0,3,0
94813013#11874069,1.0,3,0
13393487#30963421,1.0,3,1
30893225#59289884,1.0,3,0
35760433#87955598,1.0,3,0
12263071#67340922,1.0,3,1
95241878#88331613,1.0,3,0
81738033#27145682,1.0,3,1
48675264#66630102,1.0,3,0
80235641#55427773,1.0,3,0
88171897#36116228,1.0,3,0
60380041#23833261,1.0,3,0
70768754#4308600,1.0,3,0
35493301#88240059,1.0,3,0
78329795#88944870,1.0,3,0
54702023#11754903,1.0,3,0
64438918#2237025,1.0,3,0
77554678#11297103,1.0,3,0
66914777#31877082,1.0,3,0
42244827#84486206,1.0,3,0
8035591#75400332,1.0,3,0
95428009#86510416,1.0,3,0
46963156#86890239,1.0,3,0
67959173#5108829,1.0,3,0
57698050#59226089,1.0,3,0
81865746#71884441,1.0,3,0
62151951#35590306,1.0,3,0
51933885#17447786,1.0,3,0
66609070#16993914,1.0,3,0
54559293#32252152,1.0,3,0
25895411#68819356,1.0,3,0
96601666#12673715,1.0,3,0
11241255#34959942,1.0,3,0
88160368#808263,1.0,3,0
78574784#11681031,1.0,3,1
9065596#69499657,1.0,3,0
87645646#74930475,1.0,3,0
42621634#41119591,1.0,3,0
37466646#32021675,1.0,3,0
68332855#4395083,1.0,3,1
7861704#86136546,1.0,3,0
17037701#19610940,1.0,3,0
