idx,pair_id,gold
488,71068694#95241878,0
489,26820221#80747993,0
490,46900357#864070,0
491,90516613#69411201,0
492,86890239#88674931,0
493,12424092#57882906,0
494,20457621#56774153,0
495,75901191#17131328,1
496,84486206#2191215,0
497,193593#57869707,0
498,69499657#35439433,0
499,320211#44579234,1
500,35489837#81486182,0
501,6976859#75102581,0
502,48153881#11874069,0
503,42626545#36116228,0
504,17756835#44145250,0
505,34522740#70600274,0
506,95938196#18140756,0
507,21214984#19610472,0
508,10723708#10997532,0
509,1907#96705065,1
510,55596658#6220318,0
511,80185739#98258448,0
512,17713434#51109166,0
513,3342135#16628120,0
514,23165688#22626368,0
515,28958152#55284959,0
516,37531391#48050949,0
517,28502826#172054,0
518,87765870#29965958,0
519,777189#74225977,1
520,49891889#80747993,0
521,23345904#6817074,0
522,70726318#60380041,0
523,55406516#57729543,0
524,72226957#67991855,0
525,25083386#79295,0
526,64284720#67880656,0
527,54519492#17131328,0
528,87562159#98314225,0
529,85663923#77906357,0
530,259815#79528937,0
531,34075163#7096661,0
532,95111575#16768503,0
533,26217615#21688304,0
534,71458103#36319925,0
535,96667020#69811580,0
536,24721936#63117104,0
537,27145682#45065236,0
538,42621634#19669552,0
539,60380041#63008653,0
540,29386919#60595831,0
541,74172078#66481726,0
542,81486182#6315279,0
543,14918547#6220318,1
544,42999877#31928950,0
545,44145250#16909124,0
546,39761380#6217373,0
547,42582657#23947190,0
548,75134238#35807638,0
549,20206361#35750776,1
550,74172078#77906357,0
551,49146483#77964245,0
552,33296026#2254995,0
553,10373021#28316497,0
554,71190761#51914482,0
555,5651476#59983424,0
556,87955598#92356380,0
557,69811580#24607772,0
558,12204925#9026518,0
559,38058369#65411927,1
560,76164350#12391221,0
561,71906516#81865746,0
562,1574817#8023909,0
563,17216616#18929113,0
564,72086860#17216616,0
565,78273504#95577039,0
566,51933885#22550534,0
567,57354491#34088263,1
568,77271618#10009728,1
569,96381958#7096661,0
570,75588119#39376372,0
571,48314206#78926104,0
572,64252616#20668617,1
573,47177790#13640797,0
574,18218196#93222484,0
575,59622337#51215765,0
576,16768503#39877160,0
577,175833#82274481,0
578,48675264#71834414,0
579,49891889#13877575,0
580,49913360#54109462,0
581,5107817#68747557,0
582,9494941#395201,0
583,25573269#36195674,0
584,4734872#2357764,0
585,50403133#77343216,0
586,51710206#19820120,0
587,67945340#76275317,1
588,63800622#79265216,0
589,26217615#90516613,1
590,59825579#88073129,0
591,9336877#67959173,1
592,66914777#29226990,0
593,4150044#31303951,0
594,37788391#36116228,0
595,41119591#18218196,0
596,42582657#88160368,0
597,53579521#97008126,0
598,64304057#93035933,0
599,55641907#96524902,0
600,18344350#76045300,0
601,71514451#7862454,0
602,39437318#93750350,0
603,32021675#24936536,0
604,37652517#66609070,0
605,37466646#32663296,0
606,98235372#79097615,0
607,52787773#97485069,1
608,42550257#36649389,0
609,67945340#80362350,0
610,6217373#73060691,1
611,96715844#23345904,0
612,41270447#66914777,0
613,7472344#88602235,0
614,55427773#19585056,0
615,51914482#59289884,0
616,88025577#45667657,0
617,6628173#96482852,0
618,6976859#90931340,0
619,97281594#79528937,0
620,2724789#74622289,0
621,20665199#59226089,0
622,94929528#37531391,0
623,64535407#30137322,0
624,62151951#17037701,0
625,17364188#18639975,0
626,6817074#13084603,0
627,1705445#34487169,0
628,57297547#85065034,0
629,75317094#20550546,0
630,5197574#69281402,1
631,86510416#60029334,1
632,50973979#10171935,0
633,42076543#5563597,0
634,54397772#34090287,0
635,6969637#96667020,0
636,17174163#4395083,0
637,75908352#8865735,0
638,5107817#89189013,0
639,9882201#77488882,0
640,35149551#65193938,0
641,35076842#82274481,0
642,20547394#25767244,1
643,35109084#6444657,0
644,2357764#5039915,0
645,11681031#63688174,0
646,35109084#65411927,0
647,93405719#61891338,0
648,98035591#54499706,0
649,75698787#26714094,0
650,9026518#96595462,0
651,6086571#5197574,0
652,20665199#92349357,0
653,98321879#32663296,0
654,85454976#51318537,0
655,5057882#59217936,0
656,4895903#48449418,0
657,17037701#57106905,0
658,69540904#57869707,0
659,72226957#55596658,0
660,21520858#75784220,1
661,18510686#66914777,0
662,64791875#74618840,0
663,8865735#48050949,0
664,59874069#56774153,1
665,40659886#55164507,0
666,84008510#66390507,0
667,36985187#69249199,0
668,42582657#26820221,0
669,71906516#82666001,0
670,88763472#48327523,0
671,25427610#18640012,0
672,95428009#12558301,0
673,35109084#75317094,0
674,22206925#88797158,0
675,93750350#69062083,1
676,31420716#93405719,1
677,35823397#67031613,0
678,17092441#34090287,0
679,69524744#86597447,0
680,66441075#67340922,0
681,21688304#85065034,0
682,37652517#12391221,0
683,22122748#44669031,1
684,32792490#79295,0
685,38669053#24700471,1
686,24055903#57574501,0
687,51901808#6997147,0
688,22001291#73197482,0
689,172054#97390436,0
690,2237025#66481726,0
691,95017941#80693528,0
692,13205686#84008510,0
693,40470567#3129229,0
694,16176339#75784220,0
695,45858702#38374739,0
696,4150044#87168706,0
697,71068694#12673715,0
698,68023169#46709252,0
699,95595870#89714881,1
700,35633356#39877160,0
701,16174398#17116847,0
702,69811580#81738033,0
703,41763354#69062083,0
704,59874069#81752586,0
705,27145682#49982462,0
706,41314656#94373108,0
707,75698787#40555870,1
708,30137322#83244081,0
709,79139250#43644395,0
710,87371358#13198672,0
711,22178282#35109084,0
712,37373317#9932421,0
713,81752586#42999877,0
714,54397772#48798939,0
715,34146043#87636344,0
716,51109166#36004979,0
717,13205686#31303951,0
718,97281594#12673715,0
719,5108829#51664958,0
720,57574501#34088263,0
721,96601666#92702787,0
722,29177746#31420716,0
723,61891338#67240137,0
724,75380050#75908352,0
725,444965#76535406,0
726,16176339#56744482,0
727,18688923#8810340,0
728,24607772#88770421,0
729,17521071#36305406,0
730,64696513#14443054,0
731,48457802#85074682,0
732,83562709#54285160,0
733,6997147#20448379,0
734,36319925#64112411,0
735,93617759#2174287,0
736,28797890#3038793,0
737,2174287#2276717,0
738,32021675#47008330,0
739,28502826#13198672,0
740,7016292#1875778,0
741,32746933#88602235,0
742,56500373#17618186,0
743,9765844#77641222,0
744,83562709#50044587,1
745,24307555#3980193,0
746,64696513#28316497,0
747,23889723#2174287,0
748,64252616#81752586,0
749,13084603#5108829,0
750,97281594#93035933,0
751,41314656#34088263,0
752,23947190#98773883,0
753,57882906#83244081,0
754,69540904#69411201,0
755,7096661#47154861,0
756,76045300#16628120,0
757,57106905#71906516,1
758,86011983#56774153,0
759,70600296#83244081,1
760,24700471#17837225,0
761,70509448#2107813,0
762,11651896#98861629,0
763,44669031#53563141,0
764,22122748#98321879,0
765,70352977#40063734,0
766,68819356#93222484,0
767,75294597#16874921,0
768,50044587#94576846,0
769,74225977#10501202,0
770,20448379#60743541,0
771,52646581#17756835,0
772,83586196#72086860,0
773,44302898#86597447,0
774,67240137#60545708,0
775,55596658#84940611,0
776,39944551#93035933,0
777,60029334#9329468,0
778,13084603#67240137,0
779,74898883#653566,0
780,1705445#7472344,0
781,60743541#13205686,1
782,2563741#8023909,0
783,46998470#10762448,0
784,74930475#49913360,0
785,18640012#17364188,0
786,98321879#65411927,0
787,66609070#6444657,0
788,55899186#17738556,1
789,69411201#46900357,0
790,32252152#7096661,0
791,77641222#51215765,0
792,50044587#85012455,0
793,24925549#71384622,0
794,49285911#41505583,0
795,1907#82324884,0
796,77271618#63800622,0
797,39094258#37931146,0
798,36514214#29226990,0
799,1748964#64607330,0
800,1907#17145434,0
801,64112411#29851431,0
802,31149883#26820221,0
803,69249199#68747557,0
804,12204925#50118951,0
805,31587846#40007298,0
806,17738556#9065596,0
807,55284959#76164350,0
808,18218196#68819356,0
809,71906516#86136546,0
810,74932360#15196749,0
811,54397772#94578304,0
812,51215765#905514,0
813,76645893#18510686,0
814,70726318#95170662,0
815,19012125#76350435,0
816,35076842#37788391,0
817,26650551#67991855,1
818,21688304#888946,1
819,53563141#89189013,1
820,87765870#49913360,0
821,12958636#193593,0
822,1448629#95160580,0
823,5662042#98235372,0
824,458256#66292005,0
825,57882906#49891889,0
826,9187011#27147725,0
827,7650784#53447026,0
828,77678186#12409643,0
829,47032850#15311130,0
830,37531391#38058369,0
831,35493301#66481726,1
832,85903724#87219862,1
833,87219862#93405719,0
834,37728852#72086860,0
835,92349357#95595870,0
836,88944870#18639975,0
837,78926104#40086606,1
838,94791347#24931990,1
839,12958636#16566641,0
840,71191165#14443054,0
841,96705065#87481548,0
842,7004489#92050862,0
843,28316497#94578304,0
844,15073430#19140046,0
845,52462122#10373021,0
846,23276091#22550534,0
847,25083386#69811580,0
848,70600274#57882906,1
849,92798993#12424092,0
850,52126910#16566641,1
851,40624769#57107958,1
852,35983151#84008510,0
853,87576249#95577039,0
854,98861629#17326659,0
855,19506949#30137322,0
856,47337045#66097781,0
857,12958636#61257806,0
858,60743541#19506949,0
859,79528937#89098364,0
860,65411927#75317094,0
861,40470567#88596856,0
862,17145434#72237540,0
863,66763358#55705301,0
864,27491747#14443054,0
865,288189#38374739,0
866,97008126#6220318,0
867,426230#62254612,0
868,70352977#63117104,0
869,87576249#19320609,0
870,94813013#11874069,0
871,13393487#30963421,1
872,30893225#59289884,0
873,35760433#87955598,0
874,12263071#67340922,1
875,95241878#88331613,0
876,81738033#27145682,0
877,48675264#66630102,0
878,80235641#55427773,0
879,88171897#36116228,0
880,60380041#23833261,0
881,70768754#4308600,0
882,35493301#88240059,0
883,78329795#88944870,0
884,54702023#11754903,0
885,64438918#2237025,0
886,77554678#11297103,0
887,66914777#31877082,0
888,78273504#61938323,0
889,42244827#84486206,0
890,8035591#75400332,0
891,95428009#86510416,0
892,46963156#86890239,0
893,67959173#5108829,0
894,57698050#59226089,0
895,98129540#13084603,1
896,81865746#71884441,0
897,62151951#35590306,0
898,51933885#17447786,0
899,66609070#16993914,0
900,54559293#32252152,0
901,25895411#68819356,0
902,96601666#12673715,0
903,11241255#34959942,0
904,88160368#808263,0
905,78574784#11681031,1
906,9065596#69499657,0
907,87645646#74930475,0
908,42621634#41119591,0
909,37466646#32021675,0
910,68332855#4395083,0
911,7861704#86136546,0
912,17037701#19610940,0
913,58262024#25757705,0
914,75552500#9187011,0
915,94193655#87955598,0
916,88073129#49913360,1
917,9932421#49146483,0
918,91607349#57882906,0
919,74612575#1448629,0
920,8130501#64607330,0
921,66152591#54702023,0
922,28797890#16458906,0
923,51741857#76645893,0
924,94168884#39448463,1
925,76797257#88446522,1
926,95917231#77906357,0
927,94351044#56354267,0
928,18639975#31061866,0
929,39437318#56500373,0
930,84008510#26298839,0
931,95301262#66630102,0
932,37671415#51318537,1
933,34642657#29965958,0
934,23165688#17174163,0
935,64889535#96524902,0
936,93393039#3342135,0
937,17116847#7096661,0
938,23889723#5749619,0
939,41505583#55406516,0
940,75588119#35149551,0
941,64889535#95428009,0
942,23889723#4308600,0
943,68021989#68332855,0
944,75229781#905514,0
945,28797890#17216616,0
946,5749619#17116847,0
947,26995615#6881030,0
948,10723708#40470567,0
949,34522740#88160368,0
950,28316497#653566,0
951,30439582#65376715,0
952,26217615#35807638,0
953,81254738#39437318,0
954,96524902#20457621,1
955,85520596#49913360,0
956,50948610#43618988,0
957,67031613#31420716,0
958,75901191#60380041,0
959,59289884#320211,0
960,70181426#73197482,0
961,24307555#31051738,0
962,5039534#64791875,0
963,25024300#6455027,0
964,7547159#79812958,0
965,38525199#87240955,0
966,85675854#93405719,0
967,40063734#43644395,0
968,46998470#94578304,1
969,34088263#82666001,0
970,95301262#87136825,0
971,35633356#17037701,0
972,47032850#94391133,0
973,66609070#50948610,0
974,96835518#4150044,0
975,58262024#87240955,0
976,87219862#13877575,0
977,259815#15290237,0
978,34088263#44145250,0
979,51924648#98129540,0
980,7016292#61257806,0
981,5039534#26820221,0
982,71068694#9882201,0
983,47662466#7503553,0
984,43671477#11651896,0
985,84250472#3713378,0
986,25351062#76350435,0
987,78313618#59874069,0
988,89103846#77271618,0
989,16909124#57869707,0
990,7987227#95160580,0
991,92356380#25390993,0
992,94373108#66637530,1
993,20668617#54397772,0
994,69903032#62151951,0
995,92348266#36193101,1
996,12673715#75698787,0
997,88763472#48798939,1
998,48808155#12057738,0
999,12338419#34487169,0
1000,98314225#45649802,0
1001,34088263#52646581,0
1002,8780477#10816,0
1003,18968441#94391133,0
1004,95170662#8023909,0
1005,67991855#16909124,0
1006,2237025#21436544,0
1007,61938323#79528937,0
1008,30439582#7862454,0
1009,35807638#64535407,0
1010,75588119#19653009,1
1011,15602472#12958636,0
1012,17216616#79860176,0
1013,70600274#70600261,0
1014,61891338#51664958,1
1015,75908352#55641907,0
1016,42621634#23947190,0
1017,19506949#74381286,0
1018,82364086#69524744,0
1019,26650551#71498088,0
1020,24700471#12424092,0
1021,87481548#17145434,1
1022,13853990#67240137,0
1023,50999488#10171935,0
1024,48310053#37652517,0
1025,34959942#96710850,0
1026,69281402#26217615,0
1027,40979545#44098995,0
1028,82666001#65411927,0
1029,92054456#18750700,0
1030,70983035#41822669,0
1031,1000748#46709252,0
1032,28635594#51914482,0
1033,64252616#10723708,0
1034,98129540#60545708,0
1035,71693305#6969637,0
1036,5108829#61891338,0
1037,95170662#4308600,0
1038,17954127#27491747,0
1039,78926104#5057882,0
1040,54397772#62305995,0
1041,92798993#83244081,0
1042,172054#77300355,0
1043,85107531#64360600,0
1044,50179606#96835518,0
1045,1448629#10917978,1
1046,92598888#44382672,1
1047,56291879#67240137,0
1048,35485275#21940746,1
1049,75901191#54202524,0
1050,37373317#49146483,0
1051,48449418#35750776,0
1052,76350435#7862454,0
1053,36927878#94791347,0
1054,36305406#13393487,0
1055,33296026#64535407,0
1056,28316497#9765844,0
1057,31981847#58485839,0
1058,42550257#4308600,0
1059,62846191#31186504,0
1060,48327523#59622337,0
1061,77271618#2276717,0
1062,69811580#20547394,0
1063,95241878#73197482,1
1064,30439582#5197574,0
1065,66552236#70600300,0
1066,44098995#9765844,0
1067,6444657#10762448,0
1068,83562709#89098364,0
1069,49891889#85903724,0
1070,10762448#77906357,0
1071,41763354#17837225,1
1072,31149883#84147645,0
1073,87219862#83244081,0
1074,27145682#39761380,0
1075,19210924#97360314,0
1076,89764257#60029334,0
1077,65979382#42582657,0
1078,193593#60257213,0
1079,94373108#75901191,0
1080,69540904#17756835,0
1081,44917290#65979382,0
1082,10547369#37818105,0
1083,1748964#13084603,0
1084,10723708#27147725,0
1085,50179606#13393487,0
1086,56500373#61901186,0
1087,80363785#56500373,1
1088,2300726#25749336,0
1089,24307555#47240346,0
1090,23833261#60595831,0
1091,85107531#69644238,0
1092,62254612#18344350,0
1093,31928950#65159550,0
1094,40624769#38058369,0
1095,59887473#2357764,1
1096,5749619#7096661,0
1097,57106905#25757705,0
1098,34090287#19210924,0
1099,74225977#73023967,0
1100,35590306#45649802,0
1101,56774153#31572294,0
1102,54519492#51109166,0
1103,70600274#70600296,0
1104,20457621#55596658,0
1105,22001291#38999889,0
1106,48808155#33850542,0
1107,35076842#12673715,0
1108,88797158#78273504,0
1109,175833#87371358,0
1110,52322597#51215765,0
1111,68689905#77271618,0
1112,42626545#19743674,0
1113,58726767#19653009,0
1114,64607330#67240137,1
1115,41314656#5108829,0
1116,9329468#11681031,0
1117,14276753#77964245,0
1118,10330385#4150044,0
1119,61938323#96381958,0
1120,75400332#48449418,0
1121,88602235#15602472,0
1122,97008126#95428009,0
1123,39759360#54559293,0
1124,15073430#94193655,0
1125,56500373#95788693,0
1126,75908352#51581207,0
1127,8374819#23165688,0
1128,65287375#28849323,0
1129,95577039#34090287,1
1130,36116228#54702023,0
1131,23947190#48457802,0
1132,6817074#13986277,0
1133,48314206#74930475,1
1134,39944551#57208331,0
1135,70181426#1574817,0
1136,10330385#32359565,0
1137,60380041#37417537,0
1138,55641907#64535407,0
1139,19820120#36026562,0
1140,29386919#71498088,0
1141,92356380#72237540,0
1142,55641907#97360314,0
1143,27145682#80543447,0
1144,48925354#23947190,0
1145,68659568#76350435,1
1146,77145447#53447026,0
1147,79139250#35439433,0
1148,23165688#48647262,0
1149,69903032#84940611,0
1150,48310053#1029315,0
1151,36985187#6455027,0
1152,88171897#77641222,0
1153,70600274#86597447,0
1154,47662466#80363785,0
1155,79295#63436905,0
